"","id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
"6030",8887,2012,5,17,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KDAL","DALLAS LOVE FIELD ARPT","TX","ASW","APPROACH","NIGHT","NONE",2000,180,5,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6031",17322,2012,12,8,"PHM","PHI INC","BELL-407","B","128",11,2,1,1,1,"F",6,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,"NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6032",17007,2013,5,1,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KSLC","SALT LAKE CITY INTL","UT","ANM","LANDING ROLL","DAY","NONE",0,NA,0,"NE112","FRANKLIN'S GULL","1","NONE",0
"6033",11444,1999,1,7,"UAL","UNITED AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6034",3054,1993,6,5,"USA","1US AIRWAYS","DC-9","A","583",90,4,34,10,2,"D",5,5,NA,NA,"KORF","NORFOLK INTL","VA","AEA","APPROACH","DAY","NONE",1000,160,NA,"ZX3","SPARROW","1","NONE",0
"6035",29748,2013,7,4,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLAN","CAPITAL REGION INTL ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"ZT001","EASTERN MEADOWLARK","1",NA,0
"6036",10970,2013,4,22,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
"6037",2759,2000,6,3,"TWA","TRANS WORLD AIRLINES","MD-80","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KMLI","QUAD CITY ARPT","IL","AGL","CLIMB","DAY","NONE",800,170,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6038",22331,2014,11,15,"BJS","BOMBARDIER BUSINESS JET SOLUTIONS","CHALLENGER 300","A",NA,NA,3,2,NA,2,"D",5,NA,NA,NA,"KAPF","NAPLES MUNICIPAL","FL","ASO","LANDING ROLL","DAY",NA,0,NA,0,"UNKB","UNKNOWN BIRD","1","NONE",0
"6039",28600,2006,7,19,"MIL","MILITARY","E-4B","A","148",NA,5,22,7,4,"D",1,1,1,1,"KLNK","LINCOLN ARPT","NE","ACE","TAKEOFF RUN","DAY",NA,NA,NA,NA,"Z","PERCHING BIRDS (Z)",NA,NA,0
"6040",18494,2003,5,5,"FDX","FEDEX EXPRESS","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KTUL","TULSA INTL","OK","ASW","CLIMB","NIGHT","NONE",3500,240,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6041",26688,2008,8,9,"AAL","AMERICAN AIRLINES","B-757-200","A","148",26,4,37,37,2,"D",1,1,NA,NA,"TJSJ","LUIS MUNOZ MARIN INTL","PR","ASO","CLIMB","DAY","NONE",500,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6042",13590,2012,9,22,"ASQ","EXPRESSJET AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KIAH","GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT","TX","ASW","APPROACH","DAY","NONE",100,NA,NA,"N5111","KILLDEER","1","NONE",0
"6043",11848,1997,5,19,"EGF","AMERICAN EAGLE AIRLINES","ATR-42","A","97",1,3,31,10,2,"C",4,4,NA,NA,"KMSN","DANE COUNTY REGIONAL ARPT-TRUAX FLD","WI","AGL","CLIMB","DAWN","FOG",200,140,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6044",3514,2014,8,8,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO","CLIMB","DAY","RAIN",NA,141,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"6045",513,2006,5,23,"FDX","FEDEX EXPRESS","DC-10","A","583",91,4,22,7,3,"D",5,6,5,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT","NONE",4700,245,20,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6046",26355,2010,10,17,"PHM","PHI INC","EC135","B","33A",5,2,31,13,2,"F",6,6,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT",NA,1400,130,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6047",11216,1993,5,20,"UAL","UNITED AIRLINES","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6048",17693,2007,9,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KFOK","FRANCIS S GABRESKI ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"YM11","CROW","1",NA,0
"6049",23435,2015,7,29,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YI009","CLIFF SWALLOW","1",NA,0
"6050",1242,2014,7,3,"AAL","AMERICAN AIRLINES","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","TAKEOFF RUN",NA,NA,0,NA,0,"YI005","BARN SWALLOW","1",NA,0
"6051",14727,2007,1,30,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",50,140,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6052",21393,2007,11,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA",NA,NA,NA,NA,NA,0,"Z6007","AMERICAN ROBIN","1",NA,0
"6053",3947,2003,11,7,"FDX","FEDEX EXPRESS","A-310","A","04A",2,4,22,7,2,"D",1,1,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA","APPROACH","NIGHT","NONE",1500,140,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6054",22370,2014,11,1,"DAL","DELTA AIR LINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KMCO","ORLANDO INTL","FL","ASO","TAKEOFF RUN","DAY","NONE",0,100,0,"K1002","TURKEY VULTURE","1","ABORTED TAKEOFF",1
"6055",2994,2006,11,14,"ACA","AIR CANADA","EMB-190","A","332",NA,4,22,4,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL","DAY",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"6056",29511,2005,2,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHLI","LIHUE ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"N5122","PACIFIC GOLDEN-PLOVER","1",NA,0
"6057",8496,1999,8,22,"USA","1US AIRWAYS","B-757-200","A","148",26,4,37,37,2,"D",1,1,NA,NA,"KPIT","PITTSBURGH INTL ARPT","PA","AEA","CLIMB","DAY","FOG",NA,NA,NA,"ZT1","BLACKBIRD","1","NONE",1
"6058",4328,2013,8,18,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,22,7,2,"D",1,1,NA,NA,"KLCK","RICKENBACKER INTL","OH","AGL","LANDING ROLL","DAY","NONE",0,70,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"6059",9289,2009,7,29,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KABE","LEHIGH VALLEY INTL","PA","AEA",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
"6060",11451,2012,9,6,"PHM","PHI INC","SIKORSKY S-76","B","813",14,2,43,1,2,"F",6,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","DAY","NONE",4000,125,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
"6061",818,2000,9,13,"BUS","BUSINESS","MU-300","A","627",5,2,31,1,2,"D",5,5,NA,NA,"KTRI","TRI-CITIES REGIONAL TN/VA ARPT","TN","ASO","APPROACH","NIGHT",NA,NA,NA,NA,"R","OWLS","1","NONE",0
"6062",17353,2014,5,14,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL","CLIMB","DAY",NA,NA,NA,0,"NE104","RING-BILLED GULL","1","NONE",0
"6063",3341,2012,9,9,"PHM","PHI INC","EC135","B","33A",5,2,31,13,2,"F",6,6,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","DAY","NONE",2500,120,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6064",20849,2013,9,17,"UAL","UNITED AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","APPROACH","NIGHT","NONE",300,NA,NA,"J2104","NORTHERN PINTAIL","1","NONE",0
"6065",24376,2008,10,6,"FFT","FRONTIER AIRLINES","A-319","A","04A",6,4,10,1,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","APPROACH","NIGHT","NONE",800,130,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6066",486,2010,11,8,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT","NONE",3200,NA,NA,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
"6067",11341,2002,8,26,"UAL","UNITED AIRLINES","B-737-500","A","148",33,4,10,1,2,"D",1,1,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM","TAKEOFF RUN",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6068",6594,2009,6,16,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO",NA,NA,NA,NA,NA,0,"YM1102","AMERICAN CROW","1",NA,0
"6069",18040,1999,9,16,"DAL","DELTA AIR LINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
"6070",28449,2005,7,25,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"6071",25113,2014,3,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
"6072",380,2015,7,26,"JAL","JAPAN AIRLINES","B-777-300","A","148",44,5,22,25,2,"D",1,1,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP","APPROACH","DAY",NA,NA,NA,NA,"NE120","WESTERN GULL","1",NA,1
"6073",14138,2002,5,1,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6074",3095,1993,4,1,"UNKC","UNKNOWN COMMERCIAL","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOAK","METRO OAKLAND INTL","CA","AWP","DESCENT","NIGHT",NA,NA,NA,10,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",1
"6075",12455,1992,5,17,"LHN","EXPRESS ONE INTL","B-727","A","148",94,4,34,10,3,"D",5,6,5,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","NIGHT",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6076",17208,2013,6,20,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"6077",3962,2001,4,5,"UAL","UNITED AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6078",24934,2011,10,22,"AWE","US AIRWAYS","A-319","A","04A",6,4,10,1,2,"D",1,1,NA,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","APPROACH","NIGHT","NONE",6000,250,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6079",29589,2014,8,28,"MIL","MILITARY","C-130","A","561",12,4,NA,NA,4,"C",4,4,4,4,"KMDT","HARRISBURG INTL","PA","AEA","APPROACH",NA,NA,300,NA,NA,"ZD102","CEDAR WAXWING",NA,NA,0
"6080",10354,2004,5,11,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,124,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6081",27584,2014,11,2,"UCA","COMMUTAIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","TAKEOFF RUN","DUSK","NONE",0,172,0,"UNKBM","UNKNOWN MEDIUM BIRD","2-10","NONE",0
"6082",14241,2009,7,21,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,22,7,2,"D",1,1,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","LANDING ROLL","DAY",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"6083",17224,2015,5,13,"BUS","BUSINESS","C-182 SKYLAN","A","226",11,1,7,31,1,"A",7,NA,NA,NA,"KCNO","CHINO AIRPORT","CA","AWP","LANDING ROLL","DAY","NONE",0,50,0,"NE1","GULL","1","NONE",0
"6084",159,2008,8,22,"NWA","NORTHWEST AIRLINES","A-319","A","04A",6,4,10,1,2,"D",1,1,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","APPROACH","NIGHT",NA,500,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6085",13382,2011,8,28,"DAL","DELTA AIR LINES","A-330","A","04A",4,4,34,46,2,"D",1,1,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO","LANDING ROLL","DAWN","NONE",0,NA,0,"N5111","KILLDEER","1",NA,0
"6086",20332,2009,8,30,"AWI","AIR WISCONSIN AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","TAKEOFF RUN","DAY","NONE",0,140,0,"YL001","EUROPEAN STARLING","1","NONE",0
"6087",5402,2010,3,23,"HAL","HAWAIIAN AIR","B-767-300","A","148",97,4,22,7,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"1C2","MICROBAT","1","NONE",0
"6088",17847,1994,9,25,"PVT","PRIVATELY OWNED","C-152","A","226",36,1,7,7,1,"A",7,NA,NA,NA,"KRHV","REID-HILLVIEW ARPT OF SANTA CLARA CNTY","CA","AWP","CLIMB","DAY","NONE",5,60,NA,"K3302","RED-TAILED HAWK","1","NONE",0
"6089",19328,2010,11,16,"GOV","GOVERNMENT","C-210 CENTUR","A","226",19,1,13,16,1,"A",7,NA,NA,NA,"KBTR","BATON ROUGE METROPOLITAN, RYAN FIELD","LA","ASW","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6090",21500,2011,5,18,"AWE","US AIRWAYS","A-330","A","04A",4,4,34,46,2,"D",1,1,NA,NA,"LIRF","FIUMICINO ARPT",NA,"FGN","CLIMB","DAY","NONE",200,170,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6091",1786,2010,9,2,"BUS","BUSINESS","LEARJET-45","A","395",11,3,19,1,2,"D",5,5,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE","APPROACH","NIGHT","NONE",1200,150,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"6092",22758,2009,10,11,"USCBP","US CUSTOMS AND BORDER PROTECTION","LOCKHEED P3A","A","561",NA,4,1,NA,4,"C",4,4,4,4,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT","NONE",1500,NA,NA,"UNKB","UNKNOWN BIRD","1","PRECAUTIONARY LANDING",0
"6093",21041,2006,6,12,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KSBA","SANTA BARBARA MUNICIPAL","CA","AWP","APPROACH","DAY","NONE",100,143,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6094",19379,2009,9,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"6095",21288,2004,1,2,"GOV","GOVERNMENT","BELL-206","B","128",4,1,1,1,1,"F",6,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","DAY","NONE",600,90,NA,"NE1","GULL","1","PRECAUTIONARY LANDING",1
"6096",17367,2013,8,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","2-10",NA,0
"6097",12530,2000,4,22,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","APPROACH",NA,NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"6098",28800,2002,8,5,"USA","1US AIRWAYS","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","APPROACH","DAY","NONE",20,130,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6099",29246,2010,2,15,"TRS","AIRTRAN AIRWAYS","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KMCO","ORLANDO INTL","FL","ASO","LANDING ROLL","DAY","NONE",0,NA,0,"K1002","TURKEY VULTURE","1","NONE",0
"6100",23936,2007,12,28,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL","DAY",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","2-10",NA,0
"6101",14392,2004,6,28,"UNK","UNKNOWN","BE-36","A","123",8,1,13,20,1,"A",7,NA,NA,NA,"KPDK","DEKALB-PEACHTREE ARPT","GA","ASO","LANDING ROLL","DAY","NONE",0,NA,0,"ZX3","SPARROW","1","NONE",0
"6102",23407,2007,5,9,"UPS","UPS AIRLINES","B-767-300","A","148",97,4,22,7,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6103",14900,2012,7,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCRP","CORPUS CHRISTI INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"6104",28586,2004,1,8,"ASA","ALASKA AIRLINES","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSEA","SEATTLE-TACOMA INTL","WA","ANM","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6105",22442,2005,8,28,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KBOS","GENERAL EDWARD LAWRENCE LOGAN INTL ARPT","MA","ANE","APPROACH",NA,NA,NA,140,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"6106",12307,2015,6,22,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,NA,0,"YI009","CLIFF SWALLOW","1","NONE",0
"6107",15835,1996,12,26,"SWA","SOUTHWEST AIRLINES","B-737","A","148",95,4,10,1,2,"D",1,1,NA,NA,"KLIT","BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD","AR","ASW","APPROACH","DAY","RAIN",50,110,NA,"NE104","RING-BILLED GULL","1","NONE",0
"6108",20882,2004,7,15,"MKU","ISLAND AIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"PHMK","MOLOKAI ARPT","HI","AWP","LANDING ROLL","DAY","NONE",0,NA,0,"ZX3","SPARROW","1","NONE",0
"6109",20660,2013,7,9,"AWE","US AIRWAYS","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","TAKEOFF RUN","DAY","NONE",0,NA,0,"YI003","BANK SWALLOW","1","NONE",0
"6110",1711,1997,9,25,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","APPROACH","DAY",NA,700,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6111",4445,2005,8,26,"COM","COMAIR AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KCMI","UNIV OF ILLINOIS -WILLARD ARPT","IL","AGL","APPROACH","DAY",NA,10,NA,NA,"YL001","EUROPEAN STARLING","2-10","NONE",0
"6112",13672,2014,7,7,"BUS","BUSINESS","PILATUS PC12","A","726",8,2,31,4,1,"C",7,NA,NA,NA,"KBED","LAURENCE G HANSCOM FIELD ARPT","MA","ANE","LANDING ROLL","DAY","NONE",0,85,0,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
"6113",20967,2014,4,20,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KOAK","METRO OAKLAND INTL","CA","AWP","APPROACH","NIGHT","NONE",500,140,NA,"NE1","GULL","2-10","NONE",0
"6114",24546,2011,9,4,"TAM","TAM LINHAUS AEREAS","A-330","A","04A",4,4,34,46,2,"D",1,1,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6115",9129,2014,2,7,"ASQ","EXPRESSJET AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL","DAWN",NA,0,NA,0,"O2111","ROCK PIGEON","2-10",NA,0
"6116",12469,2013,10,1,"FDX","FEDEX EXPRESS","MD-11","A","583",39,4,22,7,3,"D",1,6,1,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT","NONE",300,150,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6117",18651,2001,8,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KTEB","TETERBORO AIRPORT","NJ","AEA",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
"6118",15642,2003,10,15,"MIL","MILITARY","MC-130P","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPUB","PUEBLO MEMORIAL ARPT","CO","ANM","APPROACH","DAY","NONE",0,110,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"6119",3996,2004,10,23,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"6120",12591,1995,8,28,"BUS","BUSINESS","BE-36","A","123",8,1,13,NA,1,"A",7,NA,NA,NA,"KPDK","DEKALB-PEACHTREE ARPT","GA","ASO","CLIMB","DAY","NONE",300,NA,NA,"O2205","MOURNING DOVE","2-10",NA,0
"6121",25788,2014,3,13,"ASQ","EXPRESSJET AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO","LANDING ROLL","DAY","NONE",0,NA,0,"O2205","MOURNING DOVE","1","NONE",0
"6122",15700,2010,6,27,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMWC","LAWRENCE J TIMMERMAN ARPT","WI","AGL",NA,NA,NA,NA,NA,0,"NE104","RING-BILLED GULL","1",NA,0
"6123",22126,2010,4,4,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM","APPROACH","NIGHT","RAIN",2000,180,6,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"6124",6826,2010,8,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"N6002","SPOTTED SANDPIPER","1",NA,0
"6125",5321,2015,9,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDLH","DULUTH INTL ARPT","MN","AGL",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
