"ID","primary_color","secondary_color","height","wingspan","weight","hobby","dsb"
7456,"black","blue",34.8487900500431,38.0531034377168,17.2462109658958,"trivia",6
7457,"grey","blue",23.2341766310801,29.8516486062761,11.3658226133819,"karaoke",1
7458,"black","blue",28.5402467697559,29.0856402338046,6.77171714056045,"cooking",2
7459,"black","blue",26.7262422456859,40.7289958028912,18.8811283781518,"yoga",2
7460,"black","blue",28.8729754590687,34.6011843188745,17.1575937331813,"yoga",2
7461,"black","blue",28.6124066111258,30.0995405056591,7.49530115280218,"cooking",3
7462,"black","grey",23.2190328289373,31.4236074380425,16.207178890371,"trivia",2
7463,"black","grey",27.0513285525368,44.4938732833336,15.9048775086373,"debate",1
7464,"grey","blue",25.6440842559132,51.2979681258292,24.9115635824688,"debate",3
7465,"black","blue",28.8375461647457,44.5844244420035,19.5849040757728,"debate",2
7466,"grey","blue",27.6794565740009,27.1633186586382,7.56910531508316,"cooking",3
7467,"black","blue",30.0490107829359,38.861168559341,18.1608658232499,"cooking",1
7468,"black","blue",26.4801117425415,44.4260460408695,12.8208931233641,"cooking",4
7469,"black","blue",26.2849675313046,38.0548764709892,11.8051349625791,"comedy",3
7470,"brown","blue",31.3924921125264,20.0253505263143,16.7897145256654,"art",3
7471,"grey","blue",32.1811099759128,50.952855228636,18.4547630520807,"cooking",1
7472,"black","blue",30.4671688325441,39.86955162931,11.5732431073496,"debate",5
7473,"grey","grey",26.0863695180198,41.1632938542628,15.7005667510901,"cooking",4
7474,"black","blue",26.5090716611999,35.1134242143558,13.2884777457787,"karaoke",1
7475,"black","blue",25.690851088027,28.1056554250011,15.252442247856,"art",5
7476,"black","blue",26.7363759602918,33.6946185493651,18.3149945459233,"cooking",4
7477,"black","blue",29.7479919222998,34.2280495315109,18.2436880026793,"karaoke",2
7478,"black","blue",28.4280948333295,33.533095077127,15.1611173839473,"karaoke",4
7479,"black","blue",27.3479933821299,44.515079949113,15.2764090163316,"yoga",2
7480,"grey","blue",26.7899161903026,39.6296685178264,14.3068774105518,"cooking",1
7481,"brown","blue",28.8103026114313,39.6082051329227,17.7731097316445,"comedy",4
7482,"grey","blue",20.7136886055985,44.9710377122656,18.5530075490689,"karaoke",1
7483,"grey","blue",26.2790029511877,33.6301235250769,21.0735834589442,"cooking",4
7484,"black","grey",26.2795131611779,31.7300136893767,17.3425675026207,"art",1
7485,"black","grey",31.4557109604386,20.2075108864359,11.9872645831476,"cooking",5
7486,"black","blue",26.3342357603599,28.8567218947466,19.8654898071504,"cooking",0
7487,"black","blue",29.3007374220299,25.716591832396,12.221430136253,"cooking",3
7488,"black","blue",28.6412706571714,32.9297180367898,17.2090165558669,"art",1
7489,"black","grey",32.4243166198185,39.4212463521107,21.9401958266943,"comedy",2
7490,"black","blue",30.5494881937327,38.0967752521727,13.7708426771555,"trivia",2
7491,"black","blue",32.689812568629,37.7013055266475,16.6657868716897,"trivia",2
7492,"black","blue",27.0419705551456,39.488482759004,11.287713492033,"yoga",7
7493,"grey","blue",27.1372458039822,36.0152898436142,17.0640921632046,"comedy",0
7494,"grey","blue",26.7450862793064,38.0967704710585,16.0401720276885,"cooking",3
7495,"black","blue",24.6570786093396,30.5949890164987,8.90082371535435,"art",3
7496,"black","blue",28.9145664956063,42.4519224207779,17.9171774610004,"cooking",2
7497,"black","blue",27.7354666463271,27.3674409587032,14.0505213973258,"comedy",2
7498,"grey","blue",28.7625547787787,46.9644081941823,19.1422705444488,"karaoke",4
7499,"black","blue",30.8646025412115,16.2388438909649,14.5885113881196,"debate",0
7500,"black","blue",25.8409217115329,28.3184244701182,11.9585844209893,"cooking",4
7501,"black","blue",29.153610035273,32.8876868620509,15.9617715058094,"yoga",3
7502,"grey","blue",27.5736338273336,37.7895077414814,15.2764716472905,"art",3
7503,"black","blue",22.6635100194504,42.1395290553993,16.7682847438321,"art",2
7504,"black","blue",29.0384664843685,34.030877144599,19.7807476025661,"karaoke",1
7505,"black","blue",30.2818010700684,35.0551399078617,12.770116489288,"art",2
7506,"grey","blue",23.8722049105697,32.3894796686939,13.4953689462938,"cooking",3
7507,"brown","grey",30.3247156343987,45.9480224013697,18.1700756716484,"art",3
7508,"grey","grey",27.2952346773595,34.5178192443497,13.865375635972,"art",6
7509,"brown","blue",31.4251914363375,48.006193590155,15.1798632382596,"cooking",0
7510,"black","grey",27.8862244050691,22.2111158109637,11.7576441502355,"cooking",1
7511,"brown","blue",28.2738659331231,41.6360297494888,15.1783870558015,"trivia",10
7512,"black","blue",31.348398959066,37.0752085521471,17.7395501091515,"cooking",4
7513,"black","blue",26.8206595494432,41.0435957632747,17.4496448817888,"trivia",1
7514,"black","blue",25.6071446440891,34.7747287130624,14.6403969299151,"yoga",1
7515,"brown","blue",28.3672205664603,22.1818840506952,14.0889454355608,"cooking",3
7516,"black","grey",30.2604935793092,28.7650836314076,14.2954915481824,"cooking",3
7517,"grey","grey",26.2834204121247,40.0158014510973,9.71475861988925,"cooking",4
7518,"black","blue",28.0054743238833,36.1823743188474,14.2266841028633,"yoga",3
7519,"black","grey",26.9007878137249,43.7665184398421,18.2283468645252,"trivia",1
7520,"grey","blue",32.7336856761968,34.7756426396778,19.479448490432,"art",1
7521,"grey","blue",30.6916155884458,20.5889186663469,9.07179688061346,"art",2
7522,"grey","blue",25.986751553519,17.8575976809404,15.9992071467012,"comedy",0
7523,"black","blue",27.6619183625616,27.1924626325051,12.0305962023608,"art",4
7524,"grey","blue",29.5028677312706,30.8861204779673,15.5506127124706,"cooking",1
7525,"grey","blue",24.5167634335521,39.9729001001762,17.0763850891946,"cooking",1
7526,"black","blue",25.3590719653731,22.1923434553774,18.4661873139963,"cooking",1
7527,"black","blue",25.1717458322339,35.9919614228314,15.4168203394078,"cooking",2
7528,"black","blue",25.9418373733571,29.2724255514393,14.0984501037145,"karaoke",3
7529,"black","blue",28.4408626038944,41.1026698604828,17.7441130038184,"trivia",4
7530,"black","blue",28.0506934809571,42.2471575722935,21.416202462077,"cooking",6
7531,"grey","blue",31.7760222623199,27.6604694399524,14.4609533403689,"comedy",3
7532,"black","blue",29.8111578635489,24.4959283115965,9.44711353238291,"cooking",3
7533,"black","blue",27.5377209819621,39.1318788722121,18.9088255919828,"comedy",0
7534,"black","blue",30.5433424124046,43.420843231403,14.7127668761635,"cooking",0
7535,"black","blue",28.0071796615259,37.8067784093502,15.8537101567535,"cooking",0
7536,"black","blue",28.6022346288107,31.995049976242,19.7122325164344,"art",1
7537,"brown","blue",24.6199434455443,43.7290857503692,15.3858789336303,"yoga",19
7538,"grey","blue",26.9672968321273,30.2091924107747,13.1157186966189,"yoga",1
7539,"black","blue",29.3520794010647,39.8044981451537,15.3645742568812,"art",2
7540,"brown","blue",31.6072458831381,35.8140341491023,20.3594515849481,"art",2
7541,"black","blue",30.8620545913234,40.5806670584066,15.5701529670395,"art",7
7542,"grey","blue",31.4121808750664,25.7337957484439,12.7080153038458,"karaoke",0
7543,"grey","grey",31.4466418371435,34.5206483936952,17.6188287083159,"cooking",2
7544,"grey","blue",29.7323468045245,49.0540315497489,20.6146300199818,"trivia",3
7545,"grey","blue",33.6009368016563,28.1731077241195,15.6201551995062,"cooking",1
7546,"grey","grey",27.2986662574576,29.9660947269749,16.8714056098548,"karaoke",0
7547,"grey","blue",28.4803089202772,39.6034799584415,13.1820044863589,"art",2
7548,"black","blue",27.141467412897,16.558838734192,12.851661637681,"yoga",6
7549,"black","blue",24.9349464519669,42.1963472332923,15.2987587741479,"yoga",6
7550,"grey","blue",29.2273094408746,21.5181037348592,10.8916103969826,"cooking",1
7551,"grey","blue",23.2919079287251,37.9147683795286,17.7670535803909,"karaoke",1
7552,"grey","blue",29.7668224811369,32.3329654852444,12.526371399525,"karaoke",5
7553,"brown","blue",29.1514094829821,28.073732437383,9.88094401856919,"art",1
7554,"black","blue",27.329155537101,42.6849012244957,17.4295589174123,"art",1
7555,"black","grey",29.6921455400978,47.7757692659405,19.6118735235274,"art",2
7556,"black","blue",27.3950231511642,33.8347679488837,15.2153300074955,"trivia",2
7557,"grey","blue",30.6644003555118,35.7966257946006,18.7343829831041,"art",2
7558,"grey","grey",30.2576180608067,29.8746823298898,13.9012363832227,"art",2
7559,"grey","blue",30.6048826550875,23.2993555074661,13.1198243532181,"comedy",2
7560,"black","blue",32.0193705139132,39.3815053172238,17.4085466601674,"art",2
7561,"grey","blue",30.5129415264176,31.9166490175019,21.1310675251489,"art",7
7562,"grey","blue",25.5513424060579,42.1751719789355,25.0787937342141,"cooking",1
7563,"black","grey",26.6595415967772,50.1027614465983,22.7695923689068,"debate",10
7564,"grey","blue",31.432585691991,41.8343169456775,21.4615835432119,"cooking",1
7565,"grey","blue",33.7115915270814,44.0748555979579,17.472806335423,"cooking",4
7566,"grey","blue",26.8690077044097,40.1445005093455,12.5495810084,"yoga",6
7567,"black","grey",33.1826513079086,43.1720625161596,20.5024766437131,"comedy",1
7568,"grey","blue",31.7114925344488,36.2588590782714,17.7310357431018,"comedy",3
7569,"black","blue",33.2284526325616,48.5393332218535,19.0123446054634,"cooking",3
7570,"black","blue",22.5130554865519,43.9430511984107,18.3957056985124,"yoga",3
7571,"grey","blue",28.603536549347,39.7416087451894,19.8675889252102,"yoga",3
7572,"black","blue",28.5664184512856,47.8807594584355,17.3327879040748,"art",0
7573,"grey","blue",28.1521536740761,38.2270517513907,13.8574789224271,"cooking",2
7574,"grey","grey",28.3116960037143,15.0848382445052,9.58536011991019,"art",4
7575,"black","grey",32.4269289768727,47.301657544441,24.2657678028725,"art",1
7576,"grey","blue",22.4417223384927,15.5536096325394,8.84565508806087,"karaoke",1
7577,"black","blue",30.9075842965475,33.2275575553074,15.5232934368377,"comedy",2
7578,"black","blue",27.5441384522994,34.7089793687976,11.4540761073772,"trivia",5
7579,"brown","blue",28.6688143954008,28.7198007741517,15.8678308940813,"karaoke",3
7580,"black","blue",24.8845849762685,30.8070497349556,16.1814737138544,"art",4
7581,"black","blue",25.7958511262835,28.1789254936266,14.3930917675365,"karaoke",1
7582,"grey","blue",25.1402408774758,43.7225450070171,11.3189412994485,"yoga",4
7583,"black","blue",25.290410799262,39.9375752870868,15.3231957026769,"karaoke",0
7584,"black","blue",25.7104452397666,35.1016714844307,14.417041828159,"karaoke",2
7585,"grey","blue",24.7533061892287,41.0963209453931,19.8010962459649,"yoga",2
7586,"black","blue",22.6433987891369,37.1025317151116,17.6645089785918,"art",2
7587,"brown","blue",24.3295415269557,35.5532036118006,14.217096848198,"yoga",1
7588,"brown","blue",27.4255975348673,34.8310782587837,20.8350451682046,"yoga",1
7589,"brown","blue",29.4645995798844,37.1983104077274,15.3079661833377,"karaoke",0
7590,"grey","blue",24.03504685033,30.2523509122236,16.1176087924417,"karaoke",2
7591,"grey","grey",27.5035191628095,43.0146818450765,17.6802622581318,"art",1
7592,"grey","blue",28.2194530526386,43.1760318244151,13.6042789445322,"trivia",1
7593,"black","blue",26.3616805209299,27.9380306684159,18.0323759215946,"debate",5
7594,"brown","grey",28.1995634609961,42.3490557949641,17.2025768119546,"debate",7
7595,"black","blue",32.4557626604931,37.8152897672672,13.443560105301,"cooking",4
7596,"brown","blue",30.3561306621096,49.4544840442737,13.8917959889787,"art",1
7597,"grey","blue",30.4232301047658,38.9882090214033,20.538033269152,"comedy",1
7598,"grey","blue",31.1783877413538,32.235872508425,14.662053506021,"cooking",4
7599,"black","grey",25.3683479293588,41.440810705426,16.2899570597639,"debate",1
7600,"grey","blue",31.0711946398754,30.0990052761173,18.9303679113493,"comedy",5
7601,"grey","grey",30.283791392535,30.017521287035,11.6844844263247,"art",5
7602,"black","blue",29.9628310494386,35.8576486782653,15.6171117867558,"art",3
7603,"black","blue",24.9737568282736,41.4165627161623,16.3292718446592,"comedy",7
7604,"grey","blue",27.773069900882,34.1317286655351,14.1159848733689,"trivia",2
7605,"black","grey",26.0271472681246,14.0183423145857,10.1670844170796,"comedy",1
7606,"grey","blue",25.842125818034,26.6448275119351,12.5084908230619,"art",0
7607,"black","grey",31.2761982658569,28.7391781758512,15.2869310028724,"trivia",2
7608,"grey","blue",29.7556477275773,29.427554320746,13.0816272042075,"trivia",1
7609,"black","grey",28.3083341898262,43.8476139778522,14.3553653429283,"karaoke",3
7610,"grey","grey",30.2342208504294,30.2986783642068,15.9921873471225,"cooking",2
7611,"grey","blue",36.5368629908869,32.924101218399,14.341609373402,"yoga",5
7612,"black","grey",24.1796194252291,43.6664041010586,15.6177033495455,"art",2
7613,"black","blue",27.7025798853259,42.0878696543802,16.9762995786769,"karaoke",13
7614,"brown","grey",33.0577752495622,52.3130096822714,19.8889770394459,"trivia",2
7615,"grey","blue",24.1483800384041,47.5853435202878,17.2686523725977,"comedy",3
7616,"grey","grey",23.8507005668723,26.9549084365586,10.4559317546547,"cooking",5
7617,"black","blue",32.5092304759239,31.3619043890704,11.3681120277116,"cooking",2
7618,"black","blue",24.2330281167023,31.1845535172767,16.5343982450884,"yoga",1
7619,"grey","blue",27.0741528548523,42.0824118842309,16.0899046733489,"trivia",0
7620,"grey","blue",22.4295471149937,46.2079138124116,18.7568564777126,"trivia",4
7621,"black","blue",26.4360851477349,34.0170259576901,14.6073652752151,"art",0
7622,"grey","blue",24.8195128074936,39.1509734279007,20.8153384795434,"cooking",3
7623,"black","blue",26.1238126925753,21.0100690553925,8.88344886782667,"art",2
7624,"black","grey",31.0991580889185,33.3119419204595,14.0107324365652,"cooking",2
7625,"black","blue",26.783054568929,26.7119437800908,14.731901564473,"art",1
7626,"brown","blue",26.7932227130401,36.2533012356653,18.7000085995134,"cooking",1
7627,"grey","blue",32.4812346948546,33.7790897263079,14.8238963617065,"cooking",2
7628,"black","blue",31.3285406749544,42.7458823675886,16.9467819349848,"comedy",2
7629,"black","grey",30.1653811211065,39.9518584053219,12.8296580137852,"debate",2
7630,"grey","blue",24.5266747510845,34.4960508664317,9.30079982811759,"cooking",0
7631,"grey","grey",26.6812221805653,41.9536383317238,16.1943960107178,"cooking",5
7632,"grey","blue",31.5753313306625,43.7563236055594,21.9943207162049,"art",2
7633,"black","blue",33.6102997986814,48.9749458178519,28.7954147608553,"trivia",2
7634,"brown","blue",31.0967439506457,42.68984498249,18.5516092727939,"comedy",3
7635,"black","blue",29.4097788024916,39.5103894742831,15.5240373436823,"comedy",3
7636,"black","grey",30.5185274110552,28.9877751475001,10.9534222802631,"cooking",1
7637,"grey","blue",28.4301516421344,28.9400424129172,16.9773914206898,"karaoke",3
7638,"black","blue",23.0470698985027,38.4032845701874,13.3657867710348,"comedy",3
7639,"grey","blue",29.1102769478052,37.0849191683892,16.0383884646273,"comedy",2
7640,"black","grey",26.9956449896162,36.4090061791326,11.966664267738,"karaoke",0
7641,"grey","blue",23.3797341502654,32.7086184905219,19.0865491182518,"karaoke",2
7642,"black","blue",25.4118165041222,46.0346562682497,19.3325947151623,"art",3
7643,"black","grey",27.0718364972729,33.7925948281366,15.2498739821726,"debate",9
7644,"grey","grey",24.5165523390504,33.3343674172662,12.3200261897556,"karaoke",2
7645,"black","blue",23.9234906103445,39.6958000303507,7.33609330169292,"yoga",1
7646,"grey","blue",28.8732447579226,16.1879435056337,8.01171160622592,"cooking",2
7647,"black","grey",27.2196786798057,42.1304860560938,15.1186034334941,"cooking",0
7648,"brown","blue",28.7252998036017,42.3211673836088,17.7685628437058,"yoga",5
7649,"grey","blue",22.9556168756582,32.0959333801674,12.4992525121461,"trivia",2
7650,"grey","blue",30.7194203987132,47.6000931736256,20.573668396637,"cooking",2
7651,"grey","blue",26.4733735095004,22.8307177851332,15.505100146,"art",1
7652,"black","blue",19.4821389436656,41.5075594298651,14.4437737833331,"karaoke",1
7653,"brown","blue",27.0101403738481,40.5507361174438,14.8005808767751,"comedy",3
7654,"grey","blue",21.7916740181674,24.0414583038553,11.4951150366105,"art",1
7655,"grey","blue",34.7458084340895,36.206587592505,16.3214786105518,"karaoke",1
7656,"grey","blue",29.0480883060344,43.873166501765,18.5908071634642,"cooking",2
7657,"black","blue",30.2050515231737,21.8164155586603,12.9009964239966,"cooking",6
7658,"black","blue",27.3180880990272,37.4555848955981,15.0892768749986,"art",3
7659,"black","blue",28.1583408542807,38.1790909584496,17.2679831866633,"cooking",2
7660,"black","grey",30.1849337863957,40.0624906577708,19.7348312769491,"yoga",5
7661,"black","grey",28.0772349900482,31.673296178801,12.5777017601567,"karaoke",3
7662,"grey","blue",26.7961053654499,41.0562428909494,18.157342710358,"cooking",2
7663,"black","blue",29.5287865230508,28.6976787065019,16.1491413280101,"art",1
7664,"black","blue",29.6890355960947,29.853678689934,18.8265730244924,"cooking",4
7665,"black","grey",24.3757410127807,27.954360830694,14.6953436688935,"cooking",2
7666,"black","blue",29.1225475903599,35.9161570922949,15.0179988625692,"comedy",0
7667,"brown","blue",32.7909758244025,43.1083256065378,13.4844318456658,"comedy",7
7668,"black","blue",27.4122192217426,31.6872172539758,17.3732897465211,"debate",0
7669,"grey","blue",24.8841190274096,28.9109826646415,9.07538236521548,"debate",2
7670,"black","blue",27.4266590689347,36.1869828045356,12.1419835139435,"trivia",0
7671,"black","blue",23.2487973948893,36.059015088841,16.3627541114787,"cooking",1
7672,"grey","blue",29.1484286219758,16.3474769043935,8.85926039921316,"art",4
7673,"black","blue",30.169536607517,29.5692126194694,12.6515062090552,"yoga",4
7674,"grey","blue",28.8317008902476,29.2326793010854,14.3146694807018,"art",1
7675,"grey","grey",22.5369177085827,36.6749061710113,12.0363321124729,"trivia",3
7676,"grey","blue",27.7849027278126,32.9465068465277,14.2196508828392,"cooking",1
7677,"black","blue",25.2519400091508,31.5979012216228,13.5812855627633,"comedy",0
7678,"grey","grey",23.8751680250111,26.5817750117003,10.6251546674926,"karaoke",2
7679,"grey","blue",22.5104373569884,24.5927345958206,14.4258464499755,"cooking",2
7680,"black","blue",26.1352322578049,35.2267625692753,17.0224532007963,"yoga",1
7681,"black","grey",26.4419344601278,24.3591898048615,14.4457200300707,"comedy",5
7682,"black","blue",33.5229783501309,36.4924350003578,15.8719421995927,"art",2
7683,"grey","blue",23.3535709466505,44.8725993235462,16.1304643093204,"cooking",2
7684,"grey","blue",26.7642826838964,42.2514828146951,17.9469805850124,"trivia",3
7685,"grey","blue",26.6261034282665,39.5298799677079,15.59338035333,"yoga",2
7686,"black","blue",33.290951577149,41.9226767578858,18.8397897579374,"karaoke",5
7687,"black","blue",22.3154682757895,52.2605584085807,13.5477297636747,"comedy",12
7688,"grey","grey",27.7443564964773,23.3646479811141,9.16438977352686,"cooking",2
7689,"black","grey",26.5413710021861,25.6553000845177,12.8038424113956,"karaoke",2
7690,"black","blue",33.8294846266967,36.1385604052466,16.5200300611674,"yoga",8
7691,"black","blue",30.9247532849449,35.7194254061555,12.857192422999,"yoga",2
7692,"black","blue",27.999817482432,35.6549310834472,17.9606619581284,"cooking",4
7693,"black","blue",27.1199617665199,24.3858571657717,7.55592986232082,"yoga",2
7694,"grey","blue",29.8519252692568,41.5538005469479,18.6052559568264,"comedy",3
7695,"black","blue",30.1254146806768,38.0876666706333,19.216671589605,"cooking",2
7696,"black","blue",26.9033446689344,26.6499443029086,9.8203501502408,"karaoke",0
7697,"brown","grey",29.4515138867638,43.6132153085654,16.0260543394223,"trivia",7
7698,"grey","blue",27.1800813504251,24.7680019939209,4.44339793312792,"art",4
7699,"grey","blue",29.5315374638998,28.4649575527287,16.5150537585593,"cooking",2
7700,"grey","blue",27.0991440906041,31.6027957683489,19.8144262215736,"cooking",2
7701,"black","blue",28.3357686910119,23.0112935430963,14.3283709446405,"debate",1
7702,"black","blue",28.840737045236,38.9137481498628,16.8904491530838,"art",11
7703,"black","blue",26.4260563687569,41.0910724093931,17.1734963899647,"cooking",0
7704,"black","blue",26.4523161082776,42.647435378968,17.0166128465905,"cooking",5
7705,"black","blue",32.0082744830629,10.4004431575471,8.15186815086625,"cooking",1
7706,"brown","blue",29.8814412254584,45.8972782530123,19.6311911853427,"cooking",1
7707,"grey","blue",36.0285777699732,34.6865120595498,20.5197433618293,"art",2
7708,"grey","grey",27.7440658520774,39.5311525754922,20.9806461892772,"comedy",1
7709,"black","blue",27.0389077310235,32.2818710618528,12.3171476494833,"debate",3
7710,"grey","blue",29.613167590338,35.3248099450763,18.1665134639123,"cooking",3
7711,"brown","grey",30.4001833832235,26.3746646436192,12.335459250239,"karaoke",4
7712,"grey","grey",32.4111370296523,21.1695382699094,15.3561260620238,"trivia",1
7713,"brown","blue",23.6797499629043,43.9695472530653,18.5362914002704,"yoga",2
7714,"grey","blue",28.0235613162294,40.7038267118966,16.6798826782228,"comedy",6
7715,"grey","blue",29.7826757858486,28.4728689605965,21.0982388476988,"cooking",1
7716,"black","grey",23.8555396158989,34.5149684364706,16.9738726788631,"cooking",1
7717,"grey","blue",25.2719752978869,39.2666377856708,13.7943177306669,"comedy",5
7718,"brown","blue",32.5531120443001,36.0407478142457,14.5019176188524,"trivia",1
7719,"grey","blue",28.5136118863782,36.792779182061,16.6376595638308,"karaoke",2
7720,"grey","blue",22.3378826528051,57.0256006360065,18.0450575748376,"cooking",1
7721,"grey","grey",26.8440882617938,29.1218048778902,11.8173892031637,"comedy",2
7722,"black","blue",27.742833001324,25.1549968136169,11.9310088850936,"karaoke",5
7723,"black","blue",24.8002802083953,31.8681149490924,16.7605591095184,"cooking",4
7724,"grey","blue",32.5105754312359,22.4364330414777,17.7754672102943,"karaoke",4
7725,"black","blue",27.9972089356392,32.2718790288241,16.6670551515774,"trivia",0
7726,"black","blue",29.7390815568232,42.5921271049319,15.8099759118387,"karaoke",1
7727,"black","blue",24.3354248061226,23.9062227303797,9.22824336044912,"art",0
7728,"grey","blue",30.5230261579201,36.2759260130014,19.9223820944127,"cooking",4
7729,"grey","grey",28.4381157994055,42.7221015818009,20.5481546769801,"debate",3
7730,"grey","blue",23.9077113053571,25.4333526386434,14.1487136214147,"art",4
7731,"grey","blue",31.3313072652106,37.5604998529735,14.1730091216801,"art",2
7732,"grey","blue",23.2139416184766,41.9322259459467,17.1918854000961,"comedy",0
7733,"brown","grey",28.8357667283968,44.7248020207811,15.5444772675088,"yoga",5
7734,"brown","grey",27.3237414190895,37.8420528822599,20.8140437125429,"cooking",2
7735,"grey","grey",20.9586198926374,42.5031539684734,16.0312479006743,"yoga",3
7736,"black","blue",26.3023583861218,36.9699648297249,17.7808118442038,"cooking",0
7737,"grey","blue",25.9860692522463,37.6246068753901,16.1055644637523,"yoga",2
7738,"grey","blue",28.8114080074734,23.6796251909616,9.23480439197186,"karaoke",3
7739,"black","blue",24.8167515872831,23.9646817108541,12.1899156760585,"karaoke",3
7740,"brown","blue",29.849210257522,28.9751523322857,10.6768050328562,"debate",2
7741,"grey","blue",24.6129259555833,39.3789154556177,19.1137870979448,"karaoke",0
7742,"brown","blue",31.3294983678152,39.2268692414566,13.5202768107056,"comedy",4
7743,"black","blue",23.9551805404365,32.9920539350898,14.3346980072343,"cooking",2
7744,"black","blue",30.2839779965617,31.8475718301041,20.1626169375134,"debate",8
7745,"grey","blue",27.8032073628192,15.8332723273027,8.32420848063225,"comedy",1
7746,"black","blue",28.6113306635676,28.5715134241143,13.390248189348,"art",3
7747,"black","blue",27.9821029910311,42.3619120693783,14.2851201596584,"yoga",5
7748,"brown","blue",28.7648158224467,22.8184774181633,10.8254557585404,"comedy",1
7749,"black","blue",28.7178402937423,44.4133097277111,13.5026759203966,"cooking",11
7750,"grey","blue",29.9108935495376,30.9399187791048,20.118383502016,"trivia",2
7751,"black","blue",28.2856860950978,47.1876281517624,13.4343460301208,"cooking",1
7752,"black","blue",26.8119426622105,42.7424685006694,18.0179678418262,"cooking",1
7753,"black","blue",29.0870788551434,47.4749284734131,13.6340470353567,"debate",1
7754,"black","blue",25.9757688402646,37.8021543684856,12.3808735559455,"cooking",0
7755,"black","blue",31.2002471530248,32.832261685075,16.1945644109564,"art",2
7756,"grey","blue",25.6644471387793,34.3996120487112,14.7388920676451,"trivia",2
7757,"black","grey",25.7068421160995,32.2970243710877,18.8542397976311,"art",2
7758,"black","blue",28.5990329211793,35.5009724920751,19.338955615807,"karaoke",1
7759,"grey","blue",29.0912095931472,25.7046876085081,16.4362479697164,"debate",0
7760,"black","blue",31.9737157408798,41.9424658017973,18.4451240514113,"art",4
7761,"black","blue",30.078030100168,46.0139379754932,20.3140740548148,"karaoke",1
7762,"grey","blue",27.3541851243798,31.8693112963238,19.7191076814883,"cooking",1
7763,"grey","blue",30.1887439305402,40.752202752591,16.9386268109289,"art",3
7764,"grey","blue",28.8553985467979,44.9002344796975,23.764119725617,"art",1
7765,"grey","blue",27.439394675311,39.0306775127329,15.0836059879522,"karaoke",2
7766,"grey","blue",27.6031858899581,34.8616637009522,18.4021384658211,"trivia",1
7767,"black","grey",30.9451050680387,27.5470395487185,20.4423006631705,"yoga",1
7768,"black","blue",27.3991160637079,31.0434367911481,14.1888154019042,"cooking",1
7769,"brown","blue",27.0487048433701,38.4876563482689,16.0386336450964,"trivia",12
7770,"grey","blue",28.7121876429615,36.2148385808141,15.7552015476719,"debate",0
7771,"black","blue",30.5222681842349,30.6825277762292,7.05689573547486,"art",1
7772,"black","blue",29.8188879098223,36.2291877159826,16.4899186493759,"art",5
7773,"black","blue",28.8034047112419,43.9024853131932,15.7982120174957,"yoga",3
7774,"black","blue",25.394481302574,28.0893998975636,15.5398224024829,"cooking",1
7775,"grey","blue",29.9179642783517,30.7156465840351,16.7288091069298,"karaoke",3
7776,"black","blue",29.2220327372939,29.2816288567308,11.8289624131443,"karaoke",1
7777,"grey","blue",24.9611022930897,28.7484509556345,12.950544126476,"cooking",0
7778,"black","blue",31.231332111708,34.1546223424178,7.41770878865841,"cooking",2
7779,"black","blue",26.4533286511406,27.8118845114963,11.2745447645353,"cooking",0
7780,"grey","blue",30.4284233576771,16.7059157929652,10.6975893015218,"comedy",1
7781,"brown","blue",26.8224210513083,53.3094015518472,15.9715799385382,"yoga",2
7782,"black","blue",28.0977567456057,38.9585803892357,17.7820694611251,"debate",3
7783,"grey","blue",29.721270050506,41.9686726054411,14.2182007910555,"art",2
7784,"grey","blue",29.8664090999553,39.4167848589529,22.6646316669303,"cooking",1
7785,"grey","blue",26.4371479059688,25.0485071788065,10.6922795523946,"comedy",1
7786,"black","blue",20.7784246138291,37.7038804443569,15.4708672548637,"yoga",0
7787,"grey","blue",28.2775439704902,42.4809477014127,13.7693825538681,"comedy",3
7788,"black","blue",28.165161085995,36.1528407947772,17.5601459133472,"trivia",1
7789,"black","grey",26.3864243725782,28.4371381624849,9.4842145183854,"yoga",0
7790,"grey","blue",31.4539533709531,29.3609602516063,9.91529080374477,"karaoke",5
7791,"black","blue",25.5864513201596,34.4357234308906,13.6101588248309,"karaoke",2
7792,"brown","blue",23.6502514739417,30.030022466263,16.0871225276853,"cooking",2
7793,"black","blue",27.1136973815733,27.0470386222691,12.8770589429978,"comedy",0
7794,"grey","blue",27.781833068964,50.2287651594909,20.26544166709,"debate",0
7795,"grey","blue",29.369766980222,24.4840072359584,11.2470924746601,"art",0
7796,"grey","blue",27.4716259534915,38.4270103205393,15.7721519934944,"comedy",1
7797,"black","blue",33.2899663118225,39.7201130782739,19.2900616713965,"trivia",4
7798,"black","blue",29.0228069638151,11.0545733595455,12.5345414859716,"art",1
7799,"grey","blue",25.9053393674826,38.6035841389949,14.3021766245589,"karaoke",3
7800,"black","blue",28.3627426988929,30.1505975174373,16.3610994838543,"yoga",2
7801,"brown","blue",31.1695461315041,26.7051099739703,11.4040721582115,"art",1
7802,"grey","blue",24.8347946802718,34.7933458412604,15.3346997177062,"cooking",4
7803,"black","blue",27.4169639127232,30.6603863370783,12.1699452208636,"trivia",1
7804,"black","blue",31.3232745012202,38.9624145035587,14.1092026279928,"cooking",3
