response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
2019/12/04 19:31:50,Suspicious Person ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,50,Tensed                                                                         ,5,Lowry Hill East
2019/12/04 20:40:48,Paramedic Needs Help ,No,OBSTRU  ,,Chemical Irritant,Personal Mace,Black,Male,21,Verbal Non-Compliance                                                          ,4,Willard - Hay
2019/12/05 00:56:38,Theft ,Yes,FINFO   ,,Police K9 Bite,On Lead,Native American,Male,46,Fled on Foot                                                                   ,3,Howe
2019/12/05 18:40:01,Unknown Trouble ,No,FORCE   ,,Bodily Force,Takedown,Black,Male,29,Other                                                                          ,4,Hawthorne
2019/12/05 18:40:01,Unknown Trouble ,No,FORCE   ,,Bodily Force,Body Weight Pin,Black,Male,29,Other                                                                          ,4,Hawthorne
2019/12/05 23:43:38,Auto Theft in Progress ,Yes,ROBPAG  ,,Bodily Force,Body Weight Pin,Black,Male,26,Fled on Foot                                                                   ,3,Central
2019/12/05 23:43:38,Auto Theft in Progress ,Yes,ROBPAG  ,,Bodily Force,Body Weight Pin,Black,Male,26,Fled on Foot                                                                   ,3,Central
2019/12/06 13:29:34,Suspicious Vehicle ,Yes,RECVEH  ,,Bodily Force,Knee,Black,Male,15,Commission of a Crime                                                          ,4,Folwell
2019/12/06 13:29:34,Suspicious Vehicle ,Yes,RECVEH  ,,Bodily Force,Body Weight Pin,Black,Male,15,Commission of a Crime                                                          ,4,Folwell
2019/12/06 13:29:34,Suspicious Vehicle ,Yes,RECVEH  ,,Bodily Force,Takedown,Black,Male,15,Commission of a Crime                                                          ,4,Folwell
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Punch,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Taser,Firing Darts,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Punch,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 15:04:38,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,35,Assaulted Officer                                                              ,3,Morris Park
2019/12/06 18:31:34,Disturbance ,Yes,TRSPAS  ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,15,Tensed                                                                         ,4,Folwell
2019/12/06 19:34:20,Person with a Gun ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,24,Other                                                                          ,3,Hiawatha
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,White,Female,46,Tensed                                                                         ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Female,46,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Taser,Touch,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Female,46,Tensed                                                                         ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Punch,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49,Other                                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,White,Female,46,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Knee,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 00:20:48,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,Black,Male,49,Verbal Non-Compliance                                                          ,4,Folwell
2019/12/07 02:35:38,Fight ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/07 02:35:38,Fight ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Female,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/07 12:00:33,Burglary Dwlng In Progress ,Yes,STOLMV  ,,Bodily Force,Joint Lock,Black,Male,14,Fled on Foot                                                                   ,4,Jordan
2019/12/07 12:00:33,Burglary Dwlng In Progress ,Yes,STOLMV  ,,Bodily Force,Punch,Black,Male,14,Fled on Foot                                                                   ,4,Jordan
2019/12/07 12:38:46,Theft - Report Only ,No,TBLDG   ,,Bodily Force,Takedown,White,Female,51,Tensed                                                                         ,1,Downtown West
2019/12/07 13:25:35,Theft ,Yes,CIC     ,,Taser,Firing Darts,Black,Male,44,Other                                                                          ,4,Willard - Hay
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Takedown,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,Black,Male,25,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25,Tensed                                                                         ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Maximal Restraint Technique,Not Side Recovery Position,Black,Male,25,Tensed                                                                         ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,NA,Male,24,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,Black,Male,25,Tensed                                                                         ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Chemical Irritant,Personal Mace,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Maximal Restraint Technique,Not Side Recovery Position,NA,Male,24,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,NA,Male,24,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25,Tensed                                                                         ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,NA,Male,24,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Taser,Touch,NA,Male,24,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Joint Lock,NA,Male,24,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
2019/12/08 01:51:28,Fight ,No,ASLT2   ,,Bodily Force,Takedown,Black,Male,25,Tensed                                                                         ,2,Nicollet Island - East Bank
2019/12/09 03:00:11,Indecent Exposure ,Yes,INDEX   ,,Taser,Firing Darts,Black,Male,23,Fled on Foot                                                                   ,2,Marcy Holmes
2019/12/09 03:00:11,Indecent Exposure ,Yes,INDEX   ,,Bodily Force,Body Weight Pin,Black,Male,23,Fled on Foot                                                                   ,2,Marcy Holmes
2019/12/09 03:00:11,Indecent Exposure ,Yes,INDEX   ,,Taser,Firing Darts,Black,Male,23,Fled on Foot                                                                   ,2,Marcy Holmes
2019/12/10 16:19:59,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,22,Tensed                                                                         ,1,North Loop
2019/12/11 11:01:40,Suspicious Vehicle ,No,STOLMV  ,,Taser,Firing Darts,Native American,Male,41,Fled on Foot                                                                   ,3,Ventura Village
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,17,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Push Away,Black,Female,17,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,15,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Joint Lock,Black,Female,17,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Takedown,Black,Male,15,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Joint Lock,Black,Male,15,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Push Away,Black,Male,15,Assaulted Officer                                                              ,5,Tangletown
2019/12/12 12:40:57,Disturbance ,No,ASLT4   ,,Bodily Force,Takedown,Black,Female,17,Assaulted Officer                                                              ,5,Tangletown
2019/12/13 00:35:07,Suspicious Vehicle ,No,"NARC    ",,Bodily Force,Body Weight Pin,Black,Male,30,Other                                                                          ,5,CARAG
2019/12/13 00:35:07,Suspicious Vehicle ,No,"NARC    ",,Bodily Force,Takedown,Black,Male,30,Other                                                                          ,5,CARAG
2019/12/13 00:35:07,Suspicious Vehicle ,No,"NARC    ",,Bodily Force,Takedown,Black,Male,30,Other                                                                          ,5,CARAG
2019/12/13 00:35:07,Suspicious Vehicle ,No,"NARC    ",,Bodily Force,Body Weight Pin,Black,Male,30,Other                                                                          ,5,CARAG
2019/12/13 01:03:39,Disturbance ,No,WT      ,,Bodily Force,Takedown,Black,Male,42,Tensed                                                                         ,5,CARAG
2019/12/13 01:03:39,Disturbance ,No,WT      ,,Bodily Force,Takedown,Black,Male,42,Fled on Foot                                                                   ,5,CARAG
2019/12/13 01:03:39,Disturbance ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,42,Tensed                                                                         ,5,CARAG
2019/12/13 19:16:05,Traffic Law Enforcement ,No,"NARC    ",,Bodily Force,Takedown,Native American,Female,20,Other                                                                          ,2,Holland
2019/12/13 19:16:05,Traffic Law Enforcement ,No,"NARC    ",,Bodily Force,Joint Lock,Native American,Female,20,Other                                                                          ,2,Holland
2019/12/13 19:16:05,Traffic Law Enforcement ,No,"NARC    ",,Bodily Force,Body Weight Pin,Native American,Female,20,Other                                                                          ,2,Holland
2019/12/13 19:16:05,Traffic Law Enforcement ,No,"NARC    ",,Bodily Force,Body Weight Pin,Native American,Female,20,Other                                                                          ,2,Holland
2019/12/13 19:16:05,Traffic Law Enforcement ,No,"NARC    ",,Bodily Force,Joint Lock,Native American,Female,20,Other                                                                          ,2,Holland
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,NA,Other                                                                          ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Chemical Irritant,Personal Mace,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,NA,,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Takedown,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Improvised Weapon,Other Improvised Weapon,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 00:48:21,Assault in Progress ,Yes,OBSTRU  ,,Taser,Firing Darts,White,Male,NA,Assaulted Officer                                                              ,5,Linden Hills
2019/12/14 05:11:07,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,21,Verbal Non-Compliance                                                          ,1,Cedar Riverside
2019/12/14 05:11:07,Fight ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,21,Verbal Non-Compliance                                                          ,1,Cedar Riverside
2019/12/14 05:11:07,Fight ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,21,Verbal Non-Compliance                                                          ,1,Cedar Riverside
2019/12/14 05:11:07,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,21,Verbal Non-Compliance                                                          ,1,Cedar Riverside
2019/12/14 20:45:55,Unknown Trouble ,Yes,MISC    ,,Bodily Force,Body Weight Pin,Black,Male,39,Tensed                                                                         ,4,Harrison
2019/12/17 01:48:30,Poss Personal Injury Acc ,Yes,DWIREF  ,,Bodily Force,Push Away,Black,Male,29,Other                                                                          ,4,Harrison
2019/12/19 00:35:55,Domestic ,Yes,OBSTRU  ,,Bodily Force,Push Away,Black,Male,NA,Other                                                                          ,4,Near - North
2019/12/19 00:35:55,Domestic ,Yes,OBSTRU  ,,Chemical Irritant,Personal Mace,Black,Male,NA,Other                                                                          ,4,Near - North
2019/12/19 22:48:01,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Joint Lock,White,Female,27,Commission of a Crime                                                          ,3,Howe
2019/12/19 22:48:01,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Body Weight Pin,White,Female,27,Commission of a Crime                                                          ,3,Howe
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Push Away,Black,Male,20,Other                                                                          ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Taser,Display,Black,Male,20,Fled on Foot                                                                   ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,20,Other                                                                          ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,21,Fled on Foot                                                                   ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Taser,Touch,Black,Male,21,Fled on Foot                                                                   ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Maximal Restraint Technique,Not Side Recovery Position,Black,Male,20,Verbal Non-Compliance                                                          ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,21,Fled on Foot                                                                   ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,19,Assaulted Officer                                                              ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,21,Fled on Foot                                                                   ,2,University of Minnesota
2019/12/20 01:45:15,Attempt Pick-Up ,No,FINFO   ,,Taser,Red Dot,Black,Male,20,Verbal Non-Compliance                                                          ,2,University of Minnesota
2019/12/20 14:10:26,Suspicious Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,38,,4,Hawthorne
2019/12/20 14:10:26,Suspicious Person ,Yes,CIC     ,,Bodily Force,Push Away,Black,Male,38,,4,Hawthorne
2019/12/22 00:31:18,Unknown Trouble ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,23,Tensed                                                                         ,1,Downtown West
2019/12/22 00:31:18,Unknown Trouble ,No,DISCON  ,,Taser,Firing Darts,Black,Male,23,Tensed                                                                         ,1,Downtown West
2019/12/22 00:31:18,Unknown Trouble ,No,DISCON  ,,Chemical Irritant,Personal Mace,Black,Male,23,Tensed                                                                         ,1,Downtown West
2019/12/22 00:31:18,Unknown Trouble ,No,DISCON  ,,Bodily Force,Takedown,Black,Male,23,Tensed                                                                         ,1,Downtown West
2019/12/22 00:31:18,Unknown Trouble ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,23,Verbal Non-Compliance                                                          ,1,Downtown West
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Punch,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Push Away,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 01:52:01,Stabbing ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,25,Assaulted Officer                                                              ,4,Cleveland
2019/12/22 02:28:02,Fight ,No,FORCE   ,,Chemical Irritant,Personal Mace,NA,Female,NA,Verbal Non-Compliance                                                          ,1,Downtown West
2019/12/22 18:15:06,Music-Loud ,Yes,"NARC    ",,Bodily Force,Body Weight Pin,Black,Male,31,,5,Whittier
2019/12/22 18:15:06,Music-Loud ,Yes,"NARC    ",,Chemical Irritant,Personal Mace,Black,Male,31,Other                                                                          ,5,Whittier
2019/12/22 18:15:06,Music-Loud ,Yes,"NARC    ",,Bodily Force,Takedown,Black,Male,31,,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Bodily Force,Knee,White,Male,28,,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28,Tensed                                                                         ,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28,,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28,,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Bodily Force,Takedown,White,Male,28,,5,Whittier
2019/12/23 23:54:27,Assault in Progress ,Yes,CIC     ,,Taser,Red Dot,White,Male,28,,5,Whittier
2019/12/24 21:28:51,Unwanted Person ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Female,28,Tensed                                                                         ,1,Downtown West
2019/12/24 21:28:51,Unwanted Person ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Female,28,Tensed                                                                         ,1,Downtown West
2019/12/26 13:44:08,Traffic Law Enforcement ,No,DAR     ,,Bodily Force,Takedown,Black,Male,38,Other                                                                          ,4,Near - North
2019/12/26 18:21:43,Narcotics ,Yes,"NARC    ",,Taser,Firing Darts,Black,Male,32,Fled on Foot                                                                   ,4,Folwell
2019/12/27 11:51:26,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Takedown,NA,Male,47,Assaulted Officer                                                              ,3,Central
2019/12/27 11:51:26,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,NA,Male,47,Assaulted Officer                                                              ,3,Central
2019/12/27 11:51:26,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Knee,NA,Male,47,Assaulted Officer                                                              ,3,Central
2019/12/27 11:51:26,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Punch,NA,Male,47,Assaulted Officer                                                              ,3,Central
2019/12/28 02:17:20,Disturbance ,No,FORCE   ,,Bodily Force,Push Away,Black,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/28 02:17:20,Disturbance ,No,FORCE   ,,Bodily Force,Punch,Black,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/28 02:17:20,Disturbance ,No,FORCE   ,,Taser,Red Dot,Black,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/28 02:17:20,Disturbance ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/29 02:31:42,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/29 02:31:42,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Female,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/29 02:31:42,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Male,NA,Commission of a Crime                                                          ,1,Downtown West
2019/12/29 17:13:47,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Body Weight Pin,Black,Male,26,Verbal Non-Compliance                                                          ,4,Hawthorne
2019/12/29 17:13:47,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,Black,Male,26,Verbal Non-Compliance                                                          ,4,Hawthorne
2019/12/29 17:13:47,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,Black,Male,26,Verbal Non-Compliance                                                          ,4,Hawthorne
2019/12/29 22:26:48,Customer Trouble ,Yes,THEFT   ,,Bodily Force,Joint Lock,Black,Male,27,Tensed                                                                         ,1,Cedar Riverside
2019/12/29 22:26:48,Customer Trouble ,Yes,THEFT   ,,Bodily Force,Body Weight Pin,Black,Male,27,Tensed                                                                         ,1,Cedar Riverside
2019/12/29 22:26:48,Customer Trouble ,Yes,THEFT   ,,Taser,Arcing,Black,Male,27,Tensed                                                                         ,1,Cedar Riverside
2019/12/30 02:44:57,Disturbance ,Yes,CIC     ,,Chemical Irritant,Personal Mace,White,Female,23,Verbal Non-Compliance                                                          ,5,CARAG
2019/12/30 02:44:57,Disturbance ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Female,23,Verbal Non-Compliance                                                          ,5,CARAG
2019/12/30 17:59:35,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Takedown,Black,Male,36,Tensed                                                                         ,3,Phillips West
2019/12/31 18:09:48,Theft - Report Only ,No,THEFT   ,,Bodily Force,Joint Lock,Black,Female,NA,Tensed                                                                         ,1,Downtown West
2019/12/31 18:09:48,Theft - Report Only ,No,THEFT   ,,Bodily Force,Body Weight Pin,Black,Female,NA,Tensed                                                                         ,1,Downtown West
2019/12/31 22:52:50,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,29,Tensed                                                                         ,5,Steven's Square - Loring Heights
2019/12/31 22:52:50,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,29,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
2019/12/31 22:52:50,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Joint Lock,Black,Male,29,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
2019/12/31 22:52:50,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,29,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
2019/12/31 23:13:26,Assist-Public ,Yes,WT      ,,Bodily Force,Joint Lock,White,Male,38,Tensed                                                                         ,5,Lowry Hill East
2020/01/01 00:21:48,Domestic ,Yes,TLE     ,,Bodily Force,Push Away,Black,Male,36,Verbal Non-Compliance                                                          ,4,Near - North
2020/01/01 00:45:37,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,White,Male,20,,2,University of Minnesota
2020/01/01 02:23:11,Assist EMS Personnel ,No,ASLT5   ,,Chemical Irritant,Personal Mace,Black,Male,NA,Commission of a Crime                                                          ,2,Bottineau
2020/01/01 02:39:48,Disturbance ,No,DISCON  ,,Bodily Force,Push Away,NA,Female,NA,Verbal Non-Compliance                                                          ,1,Downtown West
2020/01/01 02:39:48,Disturbance ,No,DISCON  ,,Bodily Force,Body Weight Pin,NA,Female,NA,Verbal Non-Compliance                                                          ,1,Downtown West
2020/01/01 08:38:25,Slumper w/Fire ,Yes,OBSTRU  ,,Bodily Force,Joint Lock,White,Male,22,Fled in a Vehicle                                                              ,3,Ventura Village
2020/01/01 08:38:25,Slumper w/Fire ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,22,Fled in a Vehicle                                                              ,3,Ventura Village
2020/01/01 08:38:25,Slumper w/Fire ,Yes,OBSTRU  ,,Taser,Touch,White,Male,22,Fled in a Vehicle                                                              ,3,Ventura Village
2020/01/01 12:21:07,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Body Weight Pin,Black,Male,35,Fled in a Vehicle                                                              ,4,Webber - Camden
2020/01/01 12:21:07,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Takedown,Black,Male,35,Fled in a Vehicle                                                              ,4,Webber - Camden
2020/01/01 12:21:07,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Body Weight Pin,Black,Male,35,Fled in a Vehicle                                                              ,4,Webber - Camden
2020/01/02 13:34:54,Person with a Gun ,Yes,DASLT2  ,,Taser,Firing Darts,Black,Male,26,Fled on Foot                                                                   ,5,Tangletown
2020/01/02 14:12:22,Disturbance ,Yes,OBSTRU  ,,Bodily Force,Punch,Black,Male,48,Fled on Foot                                                                   ,1,Downtown West
2020/01/02 14:12:22,Disturbance ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,48,Fled on Foot                                                                   ,1,Downtown West
2020/01/02 18:15:50,Customer Trouble ,Yes,ASLT4   ,,Taser,Firing Darts,White,Male,42,Assaulted Officer                                                              ,5,Lyndale
2020/01/02 23:38:11,Suspicious Vehicle ,No,GRSRPT  ,,Bodily Force,Takedown,White,Male,52,Verbal Non-Compliance                                                          ,5,Lowry Hill East
